date,time,status_of_system,latitude,longitude,maximum_sustained_wind_knots,central_pressure_mb
2001-09-04,1200,TS,17.0N,52.0W,45,1000
2001-09-04,1800,TS,17.2N,53.4W,45,1000
2001-09-05,0,TS,17.4N,54.8W,45,1000
2001-09-05,600,TS,17.8N,55.9W,45,1000
2001-09-05,1200,TS,18.1N,57.0W,35,1013
2001-09-05,1800,LO,19.0N,57.9W,25,1014
2001-09-06,0,LO,20.1N,58.1W,15,1015
2001-09-06,600,LO,21.2N,58.2W,15,1015
2001-09-06,1200,LO,22.2N,58.3W,20,1014
2001-09-06,1800,TD,23.2N,58.4W,25,1013
2001-09-07,0,TD,23.9N,58.1W,25,1012
2001-09-07,600,TD,24.4N,57.6W,30,1008
2001-09-07,1200,TD,24.9N,57.8W,30,1008
2001-09-07,1800,TS,25.3N,58.0W,35,1005
2001-09-08,0,TS,26.0N,58.3W,35,1004
2001-09-08,600,TS,26.5N,58.8W,40,999
2001-09-08,1200,TS,27.2N,59.2W,45,999
2001-09-08,1800,TS,28.4N,59.8W,60,994
2001-09-09,0,HU,29.7N,60.4W,75,987
2001-09-09,600,HU,30.6N,61.3W,90,982
2001-09-09,1200,HU,31.5N,62.2W,95,979
2001-09-09,1800,HU,32.4N,62.8W,105,968
2001-09-10,0,HU,33.3N,63.3W,105,969
2001-09-10,600,HU,34.2N,64.1W,105,969
2001-09-10,1200,HU,34.9N,64.7W,100,969
2001-09-10,1800,HU,35.7N,65.4W,90,970
2001-09-11,0,HU,36.4N,65.7W,80,973
2001-09-11,600,HU,36.9N,65.9W,80,976
2001-09-11,1200,HU,37.4N,65.6W,80,976
2001-09-11,1800,HU,37.8N,65.1W,80,976
2001-09-12,0,HU,38.0N,64.3W,80,976
2001-09-12,600,HU,38.0N,63.3W,75,979
2001-09-12,1200,HU,37.9N,62.6W,75,979
2001-09-12,1800,HU,37.9N,62.0W,75,979
2001-09-13,0,HU,38.1N,61.4W,75,979
2001-09-13,600,HU,38.3N,61.0W,70,982
2001-09-13,1200,HU,38.8N,60.6W,70,982
2001-09-13,1800,HU,39.6N,60.2W,70,982
2001-09-14,0,HU,40.6N,59.3W,70,982
2001-09-14,600,HU,42.0N,58.1W,65,987
2001-09-14,1200,HU,43.3N,56.7W,65,987
2001-09-14,1800,HU,44.7N,55.2W,65,984
2001-09-15,0,TS,46.7N,52.7W,60,981
2001-09-15,600,EX,49.0N,51.0W,60,981
2001-09-15,1200,EX,52.0N,49.0W,55,978
2001-09-15,1800,EX,55.0N,47.5W,55,976
2001-09-16,0,EX,58.0N,46.0W,55,972
2001-09-16,600,EX,60.0N,44.5W,55,976
2001-09-16,1200,EX,61.5N,42.0W,55,981
2001-09-16,1800,EX,63.0N,38.9W,50,985
2001-09-17,0,EX,65.0N,35.0W,40,995
2001-09-07,1800,TD,13.9N,28.4W,30,1008
2001-09-08,0,TD,14.4N,29.5W,30,1007
2001-09-08,600,TD,14.8N,31.0W,30,1007
2001-09-08,1200,TD,15.0N,33.0W,30,1008
2001-09-08,1800,WV,15.0N,35.1W,25,1009
2001-09-09,0,WV,15.0N,37.0W,25,1009
2001-09-09,600,WV,15.0N,38.7W,25,1009
2001-09-09,1200,WV,15.0N,40.2W,25,1009
2001-09-09,1800,WV,15.0N,41.7W,25,1009
2001-09-10,0,WV,15.2N,43.1W,25,1009
2001-09-10,600,TD,16.0N,43.7W,30,1008
2001-09-10,1200,TD,16.5N,44.8W,30,1008
2001-09-10,1800,TD,16.9N,45.8W,30,1007
2001-09-11,0,TD,17.3N,46.8W,30,1006
2001-09-11,600,TD,17.8N,47.4W,30,1004
2001-09-11,1200,TS,18.6N,47.7W,35,1003
2001-09-11,1800,TS,19.4N,48.0W,35,1003
2001-09-12,0,TS,20.2N,48.4W,40,1000
2001-09-12,600,TS,21.0N,48.8W,45,998
2001-09-12,1200,TS,22.0N,48.9W,55,994
2001-09-12,1800,TS,22.9N,49.0W,60,993
2001-09-13,0,HU,23.9N,48.9W,65,987
2001-09-13,600,HU,24.8N,48.6W,75,979
2001-09-13,1200,HU,25.9N,48.4W,85,972
2001-09-13,1800,HU,27.1N,48.0W,95,966
2001-09-14,0,HU,28.2N,47.2W,100,962
2001-09-14,600,HU,29.3N,46.6W,100,962
2001-09-14,1200,HU,30.1N,45.5W,95,966
2001-09-14,1800,HU,30.9N,44.3W,90,970
2001-09-15,0,HU,31.2N,42.8W,90,970
2001-09-15,600,HU,31.5N,41.4W,90,970
2001-09-15,1200,HU,31.7N,39.5W,90,970
2001-09-15,1800,HU,32.1N,37.6W,85,975
2001-09-16,0,HU,32.1N,36.0W,85,975
2001-09-16,600,HU,32.6N,34.8W,80,976
2001-09-16,1200,HU,33.4N,33.3W,75,977
2001-09-16,1800,HU,34.3N,32.4W,70,979
2001-09-17,0,HU,35.1N,32.0W,70,981
2001-09-17,600,HU,35.4N,31.7W,65,983
2001-09-17,1200,TS,35.3N,31.5W,60,985
2001-09-17,1800,TS,35.2N,31.8W,55,990
2001-09-18,0,TS,35.0N,32.0W,45,995
2001-09-18,600,TS,34.8N,32.0W,40,998
2001-09-18,1200,TS,34.7N,31.9W,35,1001
2001-09-18,1800,TD,34.7N,31.7W,30,1002
2001-09-19,0,TD,34.6N,31.6W,25,1002
2001-09-11,1800,TD,25.8N,84.1W,25,1010
2001-09-12,0,TD,25.7N,84.6W,25,1009
2001-09-12,600,TD,25.7N,85.0W,25,1008
2001-09-12,1200,TD,25.6N,85.3W,25,1008
2001-09-12,1800,TD,25.4N,85.4W,30,1007
2001-09-13,0,TD,25.1N,85.7W,30,1005
2001-09-13,600,TD,25.2N,85.3W,30,1005
2001-09-13,1200,TS,25.3N,84.9W,35,1003
2001-09-13,1800,TS,25.4N,84.5W,40,998
2001-09-14,0,TS,25.4N,84.1W,45,997
2001-09-14,600,TS,25.8N,83.6W,50,992
2001-09-14,1200,TS,27.1N,82.6W,60,983
2001-09-14,1800,TS,28.0N,81.8W,45,994
2001-09-15,0,TS,28.6N,81.4W,40,995
2001-09-15,600,TS,28.6N,80.9W,40,995
2001-09-15,1200,TS,28.9N,80.1W,40,998
2001-09-15,1800,TS,29.8N,79.0W,45,999
2001-09-16,0,TS,30.4N,77.9W,50,998
2001-09-16,600,TS,30.8N,76.8W,50,998
2001-09-16,1200,TS,31.6N,74.9W,55,995
2001-09-16,1800,TS,32.3N,72.8W,55,995
2001-09-17,0,HU,33.1N,70.7W,65,991
2001-09-17,600,HU,34.0N,68.5W,65,991
2001-09-17,1200,HU,35.3N,66.6W,70,983
2001-09-17,1800,HU,36.2N,64.7W,70,983
2001-09-18,0,TS,36.9N,62.9W,60,987
2001-09-18,600,TS,37.9N,61.8W,55,990
2001-09-18,1200,TS,39.0N,60.4W,55,990
2001-09-18,1800,TS,40.2N,58.9W,60,980
2001-09-19,0,TS,41.5N,57.5W,60,975
2001-09-19,600,EX,42.8N,55.5W,55,976
2001-09-19,1200,EX,43.5N,54.0W,60,978
2001-09-19,1800,EX,46.5N,52.0W,60,986
2001-09-20,0,EX,48.5N,48.5W,60,988
2001-09-20,600,EX,50.0N,46.0W,60,986
2001-09-20,1200,EX,52.0N,43.0W,60,984
2001-09-20,1800,EX,54.0N,40.0W,65,981
2001-09-21,0,EX,55.0N,37.5W,65,981
2001-09-21,600,EX,55.0N,35.0W,65,981
2001-09-21,1200,EX,56.0N,32.5W,60,984
2001-09-21,1800,EX,57.5N,31.0W,55,987
2001-09-19,1800,TD,13.4N,81.9W,30,1008
2001-09-19,2100,TD,13.6N,82.7W,30,1005
2001-09-20,0,TD,13.9N,83.5W,30,1006
2001-09-20,600,TD,14.5N,85.1W,25,1008
2001-09-21,1200,TD,25.1N,64.2W,25,1012
2001-09-21,1800,TD,25.8N,65.0W,25,1012
2001-09-22,0,TD,26.5N,65.5W,25,1010
2001-09-22,600,TD,27.2N,65.9W,30,1010
2001-09-22,1200,TS,27.9N,66.3W,40,1007
2001-09-22,1800,TS,28.6N,66.7W,50,998
2001-09-23,0,TS,29.3N,67.0W,55,995
2001-09-23,600,TS,30.1N,67.3W,55,994
2001-09-23,1200,HU,31.0N,67.5W,65,990
2001-09-23,1800,HU,31.9N,67.4W,80,986
2001-09-24,0,HU,32.8N,67.1W,85,983
2001-09-24,600,HU,33.8N,66.8W,75,989
2001-09-24,1200,HU,35.0N,66.3W,70,990
2001-09-24,1800,HU,35.9N,65.4W,70,991
2001-09-25,0,HU,36.8N,64.3W,65,992
2001-09-25,600,HU,37.7N,63.4W,65,992
2001-09-25,1200,HU,38.5N,62.4W,65,992
2001-09-25,1800,HU,39.2N,61.6W,65,990
2001-09-26,0,HU,39.6N,60.7W,65,990
2001-09-26,600,HU,40.4N,60.3W,75,980
2001-09-26,1200,HU,41.0N,59.2W,90,970
2001-09-26,1800,HU,41.8N,57.5W,80,977
2001-09-27,0,HU,42.2N,54.6W,70,987
2001-09-27,600,HU,42.4N,51.3W,65,991
2001-09-27,1200,TS,42.2N,47.5W,60,994
2001-09-27,1800,TS,41.5N,44.5W,45,996
2001-10-04,1200,TD,12.3N,58.2W,25,1011
2001-10-04,1800,TD,12.8N,59.9W,30,1010
2001-10-05,0,TD,13.4N,61.4W,30,1010
2001-10-05,600,TD,14.0N,63.0W,30,1010
2001-10-05,1200,TS,14.8N,64.5W,35,1008
2001-10-05,1800,TS,15.5N,66.0W,45,1005
2001-10-06,0,TS,15.7N,67.7W,50,1001
2001-10-06,600,TS,16.0N,69.0W,55,998
2001-10-06,1200,TS,16.5N,70.5W,55,998
2001-10-06,1800,HU,16.9N,72.2W,65,992
2001-10-07,0,HU,16.9N,74.0W,75,993
2001-10-07,600,HU,16.9N,75.3W,75,989
2001-10-07,1200,HU,17.3N,77.0W,75,989
2001-10-07,1800,HU,17.4N,78.9W,75,991
2001-10-08,0,HU,17.3N,80.6W,80,988
2001-10-08,600,HU,17.2N,82.3W,90,963
2001-10-08,1200,HU,17.1N,84.0W,120,950
2001-10-08,1800,HU,16.8N,86.0W,115,950
2001-10-09,0,HU,16.5N,88.0W,125,948
2001-10-09,200,HU,16.3N,88.4W,125,948
2001-10-09,600,TS,16.2N,89.9W,60,1005
2001-10-09,1200,TD,16.2N,91.9W,30,1004
2001-10-06,1200,TD,10.6N,50.6W,25,1008
2001-10-06,1800,TD,10.8N,52.1W,30,1007
2001-10-07,0,TS,11.0N,53.8W,35,1007
2001-10-07,600,TS,11.3N,55.7W,40,1007
2001-10-07,1200,TS,11.7N,57.7W,45,1007
2001-10-07,1800,TS,12.5N,59.5W,45,1007
2001-10-08,0,TS,13.1N,60.2W,45,1006
2001-10-08,600,TS,13.8N,62.0W,45,1004
2001-10-08,1200,TS,14.2N,64.0W,35,1007
2001-10-08,1800,TD,14.5N,66.0W,25,1008
2001-10-11,600,EX,27.5N,63.0W,30,1009
2001-10-11,1200,EX,29.8N,62.5W,35,1003
2001-10-11,1800,EX,30.8N,63.5W,45,998
2001-10-12,0,SS,31.8N,64.7W,60,991
2001-10-12,600,SS,32.2N,65.8W,60,988
2001-10-12,1200,SS,32.8N,65.8W,60,988
2001-10-12,1800,SS,33.5N,66.3W,60,988
2001-10-13,0,SS,34.2N,66.1W,60,988
2001-10-13,600,TS,34.9N,65.3W,60,988
2001-10-13,1200,TS,36.2N,64.8W,60,986
2001-10-13,1800,HU,37.3N,64.6W,65,985
2001-10-14,0,HU,37.9N,64.0W,65,985
2001-10-14,600,HU,38.6N,63.7W,70,982
2001-10-14,1200,TS,39.3N,63.9W,60,988
2001-10-14,1800,TS,40.1N,64.1W,55,992
2001-10-15,0,TS,40.9N,64.4W,50,995
2001-10-15,600,TS,42.3N,65.0W,45,997
2001-10-15,1200,TS,44.2N,64.8W,40,998
2001-10-15,1800,EX,48.0N,62.0W,40,1002
2001-10-27,1200,TD,27.2N,34.9W,30,1010
2001-10-27,1800,TD,27.5N,36.1W,30,1009
2001-10-28,0,TD,27.5N,37.4W,30,1009
2001-10-28,600,TD,27.5N,38.7W,30,1009
2001-10-28,1200,TD,27.5N,39.8W,30,1009
2001-10-28,1800,TD,27.5N,41.0W,30,1009
2001-10-29,0,TD,27.2N,41.3W,30,1009
2001-10-29,600,TD,27.7N,41.9W,30,1009
2001-10-29,1200,TD,27.8N,42.7W,30,1009
2001-10-29,1800,TD,28.0N,43.7W,30,1009
2001-10-30,0,TS,28.5N,44.6W,35,1007
2001-10-30,600,TS,29.4N,45.5W,35,1007
2001-10-30,1200,TS,30.9N,45.6W,35,1007
2001-10-30,1800,TS,32.8N,46.0W,35,1008
2001-10-31,0,TS,34.9N,44.9W,35,1008
2001-10-31,600,TS,37.4N,43.1W,35,1008
2001-10-29,1800,TD,13.3N,83.6W,30,1004
2001-10-30,0,TD,13.7N,83.6W,30,1004
2001-10-30,600,TD,13.7N,84.1W,30,1005
2001-10-30,1200,TD,13.3N,83.9W,30,1005
2001-10-30,1800,TD,13.0N,83.5W,30,1006
2001-10-31,0,TD,13.7N,83.6W,30,1004
2001-10-31,600,TD,14.3N,83.4W,30,1005
2001-10-31,1200,TD,14.8N,83.2W,30,1004
2001-10-31,1800,TD,15.3N,83.1W,30,1004
2001-11-01,0,TS,15.8N,83.1W,35,1001
2001-11-01,600,TS,16.5N,83.4W,45,999
2001-11-01,1200,TS,16.8N,83.6W,50,995
2001-11-01,1800,TS,17.0N,83.8W,50,993
2001-11-02,0,TS,17.3N,83.9W,55,991
2001-11-02,600,TS,17.5N,83.9W,60,988
2001-11-02,1200,HU,17.8N,84.0W,70,979
2001-11-02,1800,HU,18.0N,84.0W,80,969
2001-11-03,0,HU,18.5N,84.0W,90,957
2001-11-03,600,HU,18.8N,84.3W,105,942
2001-11-03,1200,HU,18.9N,84.3W,115,937
2001-11-03,1800,HU,19.3N,84.1W,110,934
2001-11-03,2100,HU,19.4N,83.9W,110,933
2001-11-04,0,HU,19.7N,83.7W,115,938
2001-11-04,600,HU,20.1N,83.3W,120,944
2001-11-04,1200,HU,20.8N,82.5W,120,947
2001-11-04,1800,HU,21.5N,81.8W,120,949
2001-11-04,2300,HU,22.1N,81.2W,115,950
2001-11-05,0,HU,22.3N,80.9W,105,953
2001-11-05,600,HU,23.1N,79.7W,80,972
2001-11-05,1200,HU,24.3N,78.0W,80,974
2001-11-05,1800,HU,25.4N,76.4W,75,980
2001-11-06,0,EX,26.3N,74.5W,75,980
2001-11-06,600,EX,26.9N,72.6W,75,980
2001-11-06,1200,EX,27.3N,69.7W,65,984
2001-11-06,1800,EX,28.7N,66.5W,55,989
2001-11-04,0,SS,33.9N,50.4W,45,988
2001-11-04,600,SS,34.1N,50.4W,45,990
2001-11-04,1200,SS,34.3N,50.4W,45,993
2001-11-04,1800,SS,35.2N,50.3W,50,993
2001-11-05,0,SS,36.1N,50.1W,55,991
2001-11-05,600,SS,37.0N,50.1W,60,988
2001-11-05,1200,HU,37.8N,50.3W,65,986
2001-11-05,1800,HU,38.8N,50.2W,65,986
2001-11-06,0,TS,39.7N,49.7W,60,990
2001-11-06,600,TS,41.3N,49.2W,55,994
2001-11-06,1200,EX,43.0N,48.5W,50,996
2001-11-06,1800,EX,45.0N,48.0W,50,1000
2001-11-23,600,EX,30.5N,51.0W,25,1003
2001-11-23,1200,EX,30.2N,51.0W,25,1000
2001-11-23,1800,EX,29.7N,50.7W,30,994
2001-11-24,0,SS,29.3N,50.3W,50,990
2001-11-24,600,SS,29.3N,50.0W,50,990
2001-11-24,1200,TS,29.5N,49.8W,50,989
2001-11-24,1800,TS,30.3N,49.5W,50,989
2001-11-25,0,TS,31.3N,50.6W,50,989
2001-11-25,600,TS,31.8N,52.0W,50,989
2001-11-25,1200,TS,31.7N,53.5W,55,989
2001-11-25,1800,TS,30.8N,55.0W,60,987
2001-11-26,0,TS,30.3N,55.3W,60,979
2001-11-26,600,TS,30.1N,55.6W,60,979
2001-11-26,1200,HU,30.6N,55.9W,65,979
2001-11-26,1800,HU,31.1N,56.0W,65,977
2001-11-27,0,HU,32.1N,56.2W,75,975
2001-11-27,600,HU,32.6N,57.0W,80,973
2001-11-27,1200,HU,31.5N,57.2W,80,974
2001-11-27,1800,HU,32.0N,56.0W,75,975
2001-11-28,0,HU,32.3N,55.8W,75,975
2001-11-28,600,HU,32.6N,55.7W,75,975
2001-11-28,1200,HU,32.4N,56.2W,75,977
2001-11-28,1800,HU,31.4N,57.0W,70,979
2001-11-29,0,HU,30.3N,57.6W,65,987
2001-11-29,600,TS,29.3N,58.7W,60,990
2001-11-29,1200,TS,28.4N,60.1W,60,992
2001-11-29,1800,TS,27.3N,61.8W,55,994
2001-11-30,0,TS,26.2N,63.2W,45,998
2001-11-30,600,TS,25.3N,64.7W,35,1001
2001-11-30,1200,TD,24.5N,66.2W,30,1003
2001-11-30,1800,TD,23.7N,67.1W,30,1004
2001-12-01,0,TD,23.4N,67.7W,30,1004
2001-12-01,600,TD,23.1N,68.0W,30,1005
2001-12-01,1200,TD,22.8N,68.3W,30,1004
2001-12-01,1800,TD,23.0N,68.6W,30,1004
2001-12-02,0,TS,23.4N,68.9W,35,1003
2001-12-02,600,TS,24.3N,68.9W,35,1003
2001-12-02,1200,TS,25.5N,69.2W,40,1001
2001-12-02,1800,TS,26.4N,69.5W,40,1001
2001-12-03,0,TS,27.0N,69.7W,35,1004
2001-12-03,600,TS,27.4N,69.9W,35,1005
2001-12-03,1200,TS,27.8N,69.9W,35,1005
2001-12-03,1800,TS,27.7N,69.6W,35,1005
2001-12-04,0,TD,27.7N,69.1W,30,1006
2001-12-04,600,TD,27.8N,68.2W,30,1006
2001-12-04,1200,TD,27.8N,68.0W,30,1006
2001-12-04,1800,TD,27.0N,67.4W,30,1006
2002-07-14,1800,TD,34.3N,76.8W,30,1009
2002-07-15,0,TD,35.0N,75.1W,30,1008
2002-07-15,600,TS,35.5N,73.3W,35,1006
2002-07-15,1200,TS,36.1N,71.0W,45,1004
2002-07-15,1800,TS,36.8N,68.2W,45,1002
2002-07-16,0,TS,37.9N,65.1W,50,1000
2002-07-16,600,TS,38.6N,61.7W,50,998
2002-07-16,1200,TS,40.5N,57.9W,50,998
2002-07-16,1800,TS,42.5N,54.5W,50,997
2002-07-17,0,EX,44.5N,53.0W,50,998
2002-07-17,600,EX,46.5N,53.9W,45,999
2002-07-17,1200,EX,48.0N,54.0W,40,1002
2002-07-17,1800,EX,49.0N,53.0W,40,1001
2002-07-18,0,EX,50.5N,52.5W,40,999
2002-07-18,600,EX,53.0N,52.5W,40,997
2002-07-18,1200,EX,55.5N,53.0W,35,995
2002-07-18,1800,EX,58.0N,53.0W,35,992
2002-07-19,0,EX,57.0N,52.0W,35,996
2002-07-19,600,EX,56.5N,51.5W,35,1000
2002-07-19,1200,EX,56.0N,51.0W,35,1005
2002-08-04,1800,TD,29.0N,88.5W,25,1012
2002-08-05,0,TS,29.3N,89.2W,35,1008
2002-08-05,100,TS,29.4N,89.2W,35,1007
2002-08-05,200,TS,29.4N,89.3W,35,1008
2002-08-05,600,TS,29.6N,89.7W,35,1008
2002-08-05,1200,TD,30.5N,90.1W,25,1010
2002-08-05,1800,TD,30.9N,90.6W,20,1011
2002-08-06,0,TD,30.9N,91.0W,15,1012
2002-08-06,600,TD,30.8N,91.4W,15,1013
2002-08-06,1200,TD,30.6N,91.5W,15,1013
2002-08-06,1800,TD,30.3N,91.6W,15,1012
2002-08-07,0,TD,30.0N,91.7W,20,1010
2002-08-07,600,TD,29.7N,92.2W,20,1011
2002-08-07,1200,TD,29.4N,92.7W,25,1011
2002-08-07,1800,TD,29.0N,93.2W,25,1010
2002-08-08,0,TD,28.6N,93.8W,25,1010
2002-08-08,600,TD,28.2N,94.4W,25,1010
2002-08-08,1200,TD,27.7N,95.3W,20,1011
2002-08-08,1800,TD,26.9N,96.1W,20,1011
2002-08-09,0,TD,27.0N,96.6W,20,1011
2002-08-09,600,TD,27.2N,97.1W,20,1011
2002-08-09,800,TD,27.3N,97.4W,20,1011
2002-08-09,1200,TD,27.5N,97.7W,20,1012
2002-08-05,1800,TD,32.0N,77.2W,30,1008
2002-08-06,0,TD,31.5N,77.1W,30,1004
2002-08-06,600,TD,31.1N,77.0W,30,1004
2002-08-06,1200,TD,30.7N,76.6W,30,1004
2002-08-06,1800,TS,30.4N,76.4W,35,1002
2002-08-07,0,TS,30.1N,76.2W,40,999
2002-08-07,600,TS,29.7N,76.2W,40,999
2002-08-07,1200,TS,29.4N,76.0W,40,999
2002-08-07,1800,TS,29.7N,75.7W,40,1000
2002-08-08,0,TS,29.7N,75.3W,45,1000
2002-08-08,600,TS,29.7N,74.9W,45,1000
2002-08-08,1200,TS,29.9N,74.0W,45,1003
2002-08-08,1800,TS,31.0N,72.0W,45,1008
2002-08-29,1200,TD,9.5N,31.2W,30,1007
2002-08-29,1800,TS,9.7N,32.2W,35,1005
2002-08-30,0,TS,9.7N,33.1W,40,1002
2002-08-30,600,TS,10.0N,34.5W,45,1000
2002-08-30,1200,TS,10.3N,36.3W,50,997
2002-08-30,1800,TS,10.8N,37.7W,50,1000
2002-08-31,0,TS,11.5N,39.1W,45,1000
2002-08-31,600,TS,12.1N,40.9W,40,1002
2002-08-31,1200,TS,12.8N,42.9W,35,1005
2002-08-31,1800,TS,13.2N,44.9W,35,1005
2002-09-01,0,TS,13.6N,46.8W,35,1005
2002-09-01,600,TS,14.1N,48.4W,35,1005
2002-09-01,1200,TS,14.8N,49.9W,35,1005
2002-09-01,1800,TS,15.6N,51.2W,40,1002
2002-09-02,0,TS,16.4N,52.0W,40,1001
2002-09-02,600,TS,17.1N,52.5W,40,1001
2002-09-02,1200,TS,17.9N,52.9W,45,1000
2002-09-02,1800,TS,18.5N,53.3W,45,1002
2002-09-03,0,TS,19.3N,53.7W,40,1002
2002-09-03,600,TS,19.6N,53.7W,45,1000
2002-09-03,1200,TS,21.0N,52.9W,45,1000
2002-09-03,1800,TS,22.2N,52.4W,45,1001
2002-09-04,0,TS,23.1N,52.4W,45,1001
2002-09-04,600,TS,23.5N,52.4W,35,1005
2002-09-04,1200,TD,23.5N,52.5W,25,1009
2002-09-04,1800,LO,24.0N,52.5W,20,1009
2002-09-01,1800,TD,29.2N,78.8W,30,1013
2002-09-02,0,TD,29.7N,79.1W,30,1011
2002-09-02,600,TS,30.1N,79.7W,35,1007
2002-09-02,1200,TS,30.4N,79.6W,35,1007
2002-09-02,1800,TS,30.5N,79.0W,35,1005
2002-09-03,0,TS,30.5N,78.6W,35,1003
2002-09-03,600,TS,30.4N,78.5W,35,1003
2002-09-03,1200,TS,30.4N,78.4W,55,1002
2002-09-03,1800,TS,30.0N,79.0W,45,1004
2002-09-04,0,TS,29.9N,79.1W,40,1005
2002-09-04,600,TS,29.9N,79.5W,35,1002
2002-09-04,1200,TS,29.9N,79.8W,35,1006
2002-09-04,1800,TS,29.7N,80.5W,35,1009
2002-09-05,0,TS,29.4N,81.0W,35,1008
2002-09-05,45,TS,29.4N,81.1W,35,1009
2002-09-05,600,TD,29.2N,81.6W,25,1011
2002-09-05,1200,TD,28.9N,82.4W,20,1011
2002-09-05,1800,TD,28.6N,83.4W,20,1011
2002-09-06,0,TD,28.4N,83.9W,20,1009
2002-09-06,600,TD,28.3N,84.7W,20,1010
2002-09-06,1200,TD,28.5N,86.0W,20,1008
2002-09-05,1800,TD,28.0N,93.8W,30,1009
2002-09-06,0,TS,27.8N,93.9W,35,1006
2002-09-06,600,TS,27.6N,94.1W,45,1005
2002-09-06,1200,TS,27.7N,94.5W,50,1001
2002-09-06,1800,TS,27.8N,94.7W,50,999
2002-09-07,0,TS,27.9N,95.0W,50,998
2002-09-07,600,TS,28.1N,95.6W,50,999
2002-09-07,900,TS,28.5N,96.3W,50,999
2002-09-07,1200,TD,29.1N,96.9W,30,1002
2002-09-07,1800,TD,28.9N,98.5W,25,1002
2002-09-08,0,TD,28.9N,98.9W,20,1003
2002-09-08,600,LO,28.7N,99.3W,15,1007
2002-09-08,1200,LO,29.0N,99.5W,10,1007
2002-09-08,1800,LO,28.9N,99.1W,10,1008
2002-09-09,0,LO,28.5N,99.2W,10,1008
2002-09-09,600,LO,28.3N,99.2W,10,1008
2002-09-09,1200,LO,28.1N,99.4W,10,1009
2002-09-09,1800,LO,27.8N,99.6W,10,1009
2002-09-10,0,LO,27.4N,99.5W,10,1008
2002-09-10,600,LO,27.0N,99.3W,10,1008
2002-09-10,1200,LO,26.8N,99.8W,10,1008
2002-09-10,1800,LO,26.6N,100.4W,10,1008
2002-09-11,0,LO,26.5N,101.0W,10,1007
2002-09-07,1200,TD,24.3N,47.5W,30,1013
2002-09-07,1800,TD,24.5N,48.2W,30,1014
2002-09-08,0,TD,24.5N,49.1W,30,1015
2002-09-08,600,TD,24.5N,50.2W,25,1016
2002-09-08,1200,TD,24.4N,51.3W,25,1016
2002-09-08,1200,SD,29.0N,71.0W,30,1009
2002-09-08,1800,SS,30.2N,71.1W,35,1007
2002-09-09,0,SS,30.5N,72.3W,40,1004
2002-09-09,600,SS,31.2N,72.6W,40,1003
2002-09-09,1200,SS,31.6N,73.6W,40,1002
2002-09-09,1800,SS,31.9N,74.5W,40,1002
2002-09-10,0,SS,32.1N,75.5W,45,996
2002-09-10,600,SS,33.0N,75.5W,50,990
2002-09-10,1200,TS,33.7N,75.4W,50,987
2002-09-10,1800,TS,35.0N,75.4W,55,985
2002-09-11,0,TS,35.5N,74.7W,55,983
2002-09-11,600,TS,36.8N,73.0W,60,977
2002-09-11,1200,HU,38.0N,70.8W,70,971
2002-09-11,1800,HU,40.3N,66.8W,85,964
2002-09-12,0,HU,43.1N,62.8W,80,962
2002-09-12,400,HU,45.3N,60.8W,80,960
2002-09-12,430,HU,45.6N,60.4W,80,960
2002-09-12,600,HU,46.5N,59.6W,75,960
2002-09-12,900,HU,47.6N,58.6W,65,963
2002-09-12,1200,EX,48.6N,57.7W,60,965
2002-09-12,1800,EX,50.1N,55.5W,60,967
2002-09-13,0,EX,51.0N,54.0W,55,968
2002-09-13,600,EX,52.5N,52.5W,50,968
2002-09-13,1200,EX,54.5N,51.4W,45,972
2002-09-13,1800,EX,56.0N,49.5W,45,976
2002-09-14,0,EX,57.0N,51.5W,40,982
2002-09-14,600,EX,58.0N,52.5W,35,984
2002-09-14,1200,EX,59.5N,53.5W,30,989
2002-09-14,1800,EX,61.0N,54.0W,30,992
2002-09-15,0,EX,62.5N,54.5W,20,998
2002-09-12,0,TD,26.3N,86.6W,30,1001
2002-09-12,600,TS,26.7N,86.4W,35,1001
2002-09-12,1200,TS,27.0N,86.7W,35,1001
2002-09-12,1800,TS,27.1N,87.5W,35,1001
2002-09-13,0,TS,26.7N,88.0W,35,1001
2002-09-13,600,TS,26.9N,88.8W,40,1002
2002-09-13,1200,TS,27.4N,89.3W,45,1002
2002-09-13,1800,TS,27.7N,89.3W,45,1003
2002-09-14,0,TS,28.0N,89.2W,50,1001
2002-09-14,600,TS,28.7N,89.1W,50,1003
2002-09-14,800,TS,29.1N,89.1W,50,1003
2002-09-14,1200,TS,30.0N,88.8W,50,1003
2002-09-14,1500,TS,30.4N,88.4W,50,1002
2002-09-14,1800,TD,30.8N,88.0W,30,1005
2002-09-15,0,TD,31.5N,87.0W,20,1009
2002-09-15,600,TD,32.0N,86.0W,20,1011
2002-09-15,1200,TD,33.0N,85.0W,20,1014
2002-09-14,1800,TD,10.0N,60.5W,25,1009
2002-09-15,0,TD,10.2N,62.4W,25,1009
2002-09-15,600,TD,10.6N,64.3W,25,1009
2002-09-15,1200,TD,11.2N,66.4W,25,1009
2002-09-15,1800,WV,12.3N,68.5W,25,1009
2002-09-16,0,WV,14.2N,70.5W,20,1009
2002-09-16,600,WV,15.0N,71.9W,20,1008
2002-09-16,1200,WV,15.5N,73.2W,20,1008
2002-09-16,1800,WV,15.7N,74.5W,20,1008
